,Unique,X,DOI,ForeName,Middle1,Middle2,LastName,Order,PMID,Journal,CitationCount,PackGender,GenderizeRGender,GenderCon,Year,DateReceived,DatePublished,Field
352,BrendaChow34822781,650,10.1016/j.cell.2021.10.030,Brenda,Y,,Chow,12,34822781,Cell,0,F,F,F,2021,NA,4-Nov-21,Biology
370,BushraSaeed34822781,640,10.1016/j.cell.2021.10.030,Bushra,A,,Saeed,13,34822781,Cell,0,F,F,F,2021,NA,4-Nov-21,Biology
1365,KathrynBracht34822781,652,10.1016/j.cell.2021.10.030,Kathryn,A,,Bracht,14,34822781,Cell,0,F,F,F,2021,NA,4-Nov-21,Biology
1219,JohnBracht34822781,644,10.1016/j.cell.2021.10.030,John,R,,Bracht,15,34822781,Cell,0,M,M,M,2021,NA,4-Nov-21,Biology
2651,SylvieBriand34890548,668,10.1016/j.cell.2021.10.031,Sylvie,C,,Briand,1,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
1706,MatteoCinelli34890548,658,10.1016/j.cell.2021.10.031,Matteo,,,Cinelli,2,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
2733,TimNguyen34890548,663,10.1016/j.cell.2021.10.031,Tim,,,Nguyen,3,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
2411,RosamundLewis34890548,655,10.1016/j.cell.2021.10.031,Rosamund,,,Lewis,4,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
616,DimitriPrybylski34890548,661,10.1016/j.cell.2021.10.031,Dimitri,,,Prybylski,5,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
386,CarloValensise34890548,670,10.1016/j.cell.2021.10.031,Carlo,M,,Valensise,6,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
2820,VittoriaColizza34890548,660,10.1016/j.cell.2021.10.031,Vittoria,,,Colizza,7,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
56,AlbertoTozzi34890548,653,10.1016/j.cell.2021.10.031,Alberto,Eugenio,,Tozzi,8,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
1888,NicolaPerra34890548,657,10.1016/j.cell.2021.10.031,Nicola,,,Perra,9,34890548,Cell,0,F,M,M,2021,NA,9-Dec-21,Biology
136,AndreaBaronchelli34890548,656,10.1016/j.cell.2021.10.031,Andrea,,,Baronchelli,10,34890548,Cell,0,F,M,F,2021,NA,9-Dec-21,Biology
1780,MicheleTizzoni34890548,662,10.1016/j.cell.2021.10.031,Michele,,,Tizzoni,11,34890548,Cell,0,F,M,M,2021,NA,9-Dec-21,Biology
746,FabianaZollo34890548,667,10.1016/j.cell.2021.10.031,Fabiana,,,Zollo,12,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
236,AntonioScala34890548,666,10.1016/j.cell.2021.10.031,Antonio,,,Scala,13,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
2741,TinaPurnat34890548,654,10.1016/j.cell.2021.10.031,Tina,,,Purnat,14,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
473,ChristineCzerniak34890548,665,10.1016/j.cell.2021.10.031,Christine,,,Czerniak,15,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
12,AdamKucharski34890548,671,10.1016/j.cell.2021.10.031,Adam,J,,Kucharski,16,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
40,AkhonaTshangela34890548,664,10.1016/j.cell.2021.10.031,Akhona,,,Tshangela,17,34890548,Cell,0,,F,F,2021,NA,9-Dec-21,Biology
1486,LeiZhou34890548,669,10.1016/j.cell.2021.10.031,Lei,,,Zhou,18,34890548,Cell,0,F,F,F,2021,NA,9-Dec-21,Biology
2822,WalterQuattrociocchi34890548,659,10.1016/j.cell.2021.10.031,Walter,,,Quattrociocchi,19,34890548,Cell,0,M,M,M,2021,NA,9-Dec-21,Biology
54,AlastairBrown34822784,693,10.1016/j.cell.2021.11.001,Alastair,J,H,Brown,1,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2589,SophieBradley34822784,698,10.1016/j.cell.2021.11.001,Sophie,J,,Bradley,2,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
777,FionaMarshall34822784,673,10.1016/j.cell.2021.11.001,Fiona,H,,Marshall,3,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
850,GilesBrown34822784,700,10.1016/j.cell.2021.11.001,Giles,A,,Brown,4,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1422,KirstieBennett34822784,699,10.1016/j.cell.2021.11.001,Kirstie,A,,Bennett,5,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1075,JasonBrown34822784,686,10.1016/j.cell.2021.11.001,Jason,,,Brown,6,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1303,JulieCansfield34822784,705,10.1016/j.cell.2021.11.001,Julie,E,,Cansfield,7,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
567,DavidCross34822784,706,10.1016/j.cell.2021.11.001,David,M,,Cross,8,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
452,Chrisde Graaf34822784,687,10.1016/j.cell.2021.11.001,Chris,,,de Graaf,9,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
358,BrianHudson34822784,703,10.1016/j.cell.2021.11.001,Brian,D,,Hudson,10,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1556,LouisDwomoh34822784,715,10.1016/j.cell.2021.11.001,Louis,,,Dwomoh,11,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1202,JoãoDias34822784,684,10.1016/j.cell.2021.11.001,João,M,,Dias,12,34822784,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1049,JamesErrey34822784,701,10.1016/j.cell.2021.11.001,James,C,,Errey,13,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
651,EdwardHurrell34822784,676,10.1016/j.cell.2021.11.001,Edward,,,Hurrell,14,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1070,JanLiptrot34822784,674,10.1016/j.cell.2021.11.001,Jan,,,Liptrot,15,34822784,Cell,0,F,M,M,2021,NA,24-Nov-21,Biology
857,GiulioMattedi34822784,704,10.1016/j.cell.2021.11.001,Giulio,,,Mattedi,16,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
515,ColinMolloy34822784,702,10.1016/j.cell.2021.11.001,Colin,,,Molloy,17,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2258,PradeepNathan34822784,683,10.1016/j.cell.2021.11.001,Pradeep,J,,Nathan,18,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1443,KrzysztofOkrasa34822784,680,10.1016/j.cell.2021.11.001,Krzysztof,,,Okrasa,19,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
886,GregOsborne34822784,688,10.1016/j.cell.2021.11.001,Greg,,,Osborne,20,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1086,JayeshPatel34822784,714,10.1016/j.cell.2021.11.001,Jayesh,C,,Patel,21,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1660,MarkPickworth34822784,690,10.1016/j.cell.2021.11.001,Mark,,,Pickworth,22,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1865,NathanRobertson34822784,679,10.1016/j.cell.2021.11.001,Nathan,,,Robertson,23,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2517,ShahramShahabi34822784,718,10.1016/j.cell.2021.11.001,Shahram,,,Shahabi,24,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
478,ChristofferBundgaard34822784,689,10.1016/j.cell.2021.11.001,Christoffer,,,Bundgaard,25,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1384,KeithPhillips34822784,696,10.1016/j.cell.2021.11.001,Keith,,,Phillips,26,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1527,LisaBroad34822784,677,10.1016/j.cell.2021.11.001,Lisa,M,,Broad,27,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
242,AnushkaGoonawardena34822784,719,10.1016/j.cell.2021.11.001,Anushka,V,,Goonawardena,28,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2612,StephenMorairty34822784,716,10.1016/j.cell.2021.11.001,Stephen,R,,Morairty,29,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1759,MichaelBrowning34822784,695,10.1016/j.cell.2021.11.001,Michael,,,Browning,30,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
787,FrancescaPerini34822784,711,10.1016/j.cell.2021.11.001,Francesca,,,Perini,31,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
843,GerardDawson34822784,692,10.1016/j.cell.2021.11.001,Gerard,R,,Dawson,32,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1222,JohnDeakin34822784,675,10.1016/j.cell.2021.11.001,John,F,W,Deakin,33,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2385,RobertSmith34822784,678,10.1016/j.cell.2021.11.001,Robert,T,,Smith,34,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1977,PatrickSexton34822784,708,10.1016/j.cell.2021.11.001,Patrick,M,,Sexton,35,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1307,JulieWarneck34822784,681,10.1016/j.cell.2021.11.001,Julie,,,Warneck,36,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1693,MaryVinson34822784,691,10.1016/j.cell.2021.11.001,Mary,,,Vinson,37,34822784,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2738,TimTasker34822784,710,10.1016/j.cell.2021.11.001,Tim,,,Tasker,38,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
307,BenjaminTehan34822784,682,10.1016/j.cell.2021.11.001,Benjamin,G,,Tehan,39,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
295,BarryTeobald34822784,694,10.1016/j.cell.2021.11.001,Barry,,,Teobald,40,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
256,ArthurChristopoulos34822784,709,10.1016/j.cell.2021.11.001,Arthur,,,Christopoulos,41,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
484,ChristopherLangmead34822784,712,10.1016/j.cell.2021.11.001,Christopher,J,,Langmead,42,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
102,AliJazayeri34822784,713,10.1016/j.cell.2021.11.001,Ali,,,Jazayeri,43,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2369,RobertCooke34822784,707,10.1016/j.cell.2021.11.001,Robert,M,,Cooke,44,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2259,PrakashRucktooa34822784,685,10.1016/j.cell.2021.11.001,Prakash,,,Rucktooa,45,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1795,MilesCongreve34822784,697,10.1016/j.cell.2021.11.001,Miles,S,,Congreve,46,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1591,MalcolmWeir34822784,717,10.1016/j.cell.2021.11.001,Malcolm,,,Weir,47,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
180,AndrewTobin34822784,672,10.1016/j.cell.2021.11.001,Andrew,B,,Tobin,48,34822784,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1844,NadineGogolla34822782,720,10.1016/j.cell.2021.11.002,Nadine,,,Gogolla,1,34822782,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
502,CindyBoer34822786,776,10.1016/j.cell.2021.11.003,Cindy,G,,Boer,1,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1430,KonstantinosHatzikotoulas34822786,730,10.1016/j.cell.2021.11.003,Konstantinos,,,Hatzikotoulas,2,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1555,LorraineSoutham34822786,742,10.1016/j.cell.2021.11.003,Lorraine,,,Southam,3,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1507,LiljaStefánsdóttir34822786,756,10.1016/j.cell.2021.11.003,Lilja,,,Stefánsdóttir,4,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2949,YanfeiZhang34822786,780,10.1016/j.cell.2021.11.003,Yanfei,,,Zhang,5,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
2396,RodrigoCoutinho de Almeida34822786,755,10.1016/j.cell.2021.11.003,Rodrigo,,,Coutinho de Almeida,6,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2723,TianWu34822786,745,10.1016/j.cell.2021.11.003,Tian,T,,Wu,7,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1162,JieZheng34822786,750,10.1016/j.cell.2021.11.003,Jie,,,Zheng,8,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
245,AprilHartley34822786,732,10.1016/j.cell.2021.11.003,April,,,Hartley,9,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1650,MarisTeder-Laving34822786,772,10.1016/j.cell.2021.11.003,Maris,,,Teder-Laving,10,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
218,AnneSkogholt34822786,778,10.1016/j.cell.2021.11.003,Anne,Heidi,,Skogholt,11,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
446,ChikashiTerao34822786,723,10.1016/j.cell.2021.11.003,Chikashi,,,Terao,12,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
665,EleniZengini34822786,773,10.1016/j.cell.2021.11.003,Eleni,,,Zengini,13,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
836,GeorgeAlexiadis34822786,753,10.1016/j.cell.2021.11.003,George,,,Alexiadis,14,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
157,AndreiBarysenka34822786,727,10.1016/j.cell.2021.11.003,Andrei,,,Barysenka,15,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
902,GydaBjornsdottir34822786,721,10.1016/j.cell.2021.11.003,Gyda,,,Bjornsdottir,16,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1587,MaikenGabrielsen34822786,757,10.1016/j.cell.2021.11.003,Maiken,E,,Gabrielsen,17,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
257,ArthurGilly34822786,782,10.1016/j.cell.2021.11.003,Arthur,,,Gilly,18,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2718,ThorvaldurIngvarsson34822786,747,10.1016/j.cell.2021.11.003,Thorvaldur,,,Ingvarsson,19,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1629,MarianneJohnsen34822786,722,10.1016/j.cell.2021.11.003,Marianne,B,,Johnsen,20,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
956,HelgiJonsson34822786,777,10.1016/j.cell.2021.11.003,Helgi,,,Jonsson,21,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1616,MargreetKloppenburg34822786,736,10.1016/j.cell.2021.11.003,Margreet,,,Kloppenburg,22,34822786,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
113,AlmutLuetge34822786,762,10.1016/j.cell.2021.11.003,Almut,,,Luetge,23,34822786,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
2561,SigrunLund34822786,733,10.1016/j.cell.2021.11.003,Sigrun,H,,Lund,24,34822786,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
2340,ReedikMägi34822786,739,10.1016/j.cell.2021.11.003,Reedik,,,Mägi,25,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1701,MassimoMangino34822786,781,10.1016/j.cell.2021.11.003,Massimo,,,Mangino,26,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2392,RobNelissen34822786,763,10.1016/j.cell.2021.11.003,Rob,R,G,Nelissen,27,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1602,ManuShivakumar34822786,751,10.1016/j.cell.2021.11.003,Manu,,,Shivakumar,28,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1302,JuliaSteinberg34822786,744,10.1016/j.cell.2021.11.003,Julia,,,Steinberg,29,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
972,HiroshiTakuwa34822786,726,10.1016/j.cell.2021.11.003,Hiroshi,,,Takuwa,30,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1480,LaurentThomas34822786,768,10.1016/j.cell.2021.11.003,Laurent,F,,Thomas,31,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1615,MargoTuerlings34822786,754,10.1016/j.cell.2021.11.003,Margo,,,Tuerlings,32,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
837,GeorgeBabis34822786,746,10.1016/j.cell.2021.11.003,George,C,,Babis,37,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1082,JasonYin Cheung34822786,729,10.1016/j.cell.2021.11.003,Jason,Pui,,Yin Cheung,38,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1043,JaeKang34822786,761,10.1016/j.cell.2021.11.003,Jae,Hee,,Kang,39,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2229,PeterKraft34822786,749,10.1016/j.cell.2021.11.003,Peter,,,Kraft,40,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2619,StevenLietman34822786,752,10.1016/j.cell.2021.11.003,Steven,A,,Lietman,41,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
618,DinoSamartzis34822786,731,10.1016/j.cell.2021.11.003,Dino,,,Samartzis,42,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2265,PSlagboom34822786,771,10.1016/j.cell.2021.11.003,P,Eline,,Slagboom,43,34822786,Cell,0,,,F,2021,NA,24-Nov-21,Biology
1346,KariStefansson34822786,741,10.1016/j.cell.2021.11.003,Kari,,,Stefansson,44,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2785,UnnurThorsteinsdottir34822786,758,10.1016/j.cell.2021.11.003,Unnur,,,Thorsteinsdottir,45,34822786,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
1244,JonathanTobias34822786,766,10.1016/j.cell.2021.11.003,Jonathan,H,,Tobias,46,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
160,AndréUitterlinden34822786,728,10.1016/j.cell.2021.11.003,André,G,,Uitterlinden,47,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
303,BendikWinsvold34822786,740,10.1016/j.cell.2021.11.003,Bendik,,,Winsvold,48,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1216,John-AnkerZwart34822786,765,10.1016/j.cell.2021.11.003,John-Anker,,,Zwart,49,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
838,GeorgeSmith34822786,735,10.1016/j.cell.2021.11.003,George,Davey,,Smith,50,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1958,PakSham34822786,764,10.1016/j.cell.2021.11.003,Pak,Chung,,Sham,51,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
891,GudmarThorleifsson34822786,775,10.1016/j.cell.2021.11.003,Gudmar,,,Thorleifsson,52,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
2757,TomGaunt34822786,748,10.1016/j.cell.2021.11.003,Tom,R,,Gaunt,53,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
175,AndrewMorris34822786,724,10.1016/j.cell.2021.11.003,Andrew,P,,Morris,54,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
131,AnaValdes34822786,767,10.1016/j.cell.2021.11.003,Ana,M,,Valdes,55,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
266,AspasiaTsezou34822786,760,10.1016/j.cell.2021.11.003,Aspasia,,,Tsezou,56,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1367,KathrynCheah34822786,774,10.1016/j.cell.2021.11.003,Kathryn,S,E,Cheah,57,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2542,ShiroIkegawa34822786,743,10.1016/j.cell.2021.11.003,Shiro,,,Ikegawa,58,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1434,KristianHveem34822786,734,10.1016/j.cell.2021.11.003,Kristian,,,Hveem,59,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
2765,TõnuEsko34822786,779,10.1016/j.cell.2021.11.003,Tõnu,,,Esko,60,34822786,Cell,0,,M,M,2021,NA,24-Nov-21,Biology
1327,JWilkinson34822786,770,10.1016/j.cell.2021.11.003,J,Mark,,Wilkinson,61,34822786,Cell,0,,,M,2021,NA,24-Nov-21,Biology
1019,IngridMeulenbelt34822786,737,10.1016/j.cell.2021.11.003,Ingrid,,,Meulenbelt,62,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
1799,MingMichael Lee34822786,738,10.1016/j.cell.2021.11.003,Ming,Ta,,Michael Lee,63,34822786,Cell,0,M,M,M,2021,NA,24-Nov-21,Biology
1277,Joycevan Meurs34822786,769,10.1016/j.cell.2021.11.003,Joyce,B,J,van Meurs,64,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2784,UnnurStyrkársdóttir34822786,759,10.1016/j.cell.2021.11.003,Unnur,,,Styrkársdóttir,65,34822786,Cell,0,,F,F,2021,NA,24-Nov-21,Biology
660,EleftheriaZeggini34822786,725,10.1016/j.cell.2021.11.003,Eleftheria,,,Zeggini,66,34822786,Cell,0,F,F,F,2021,NA,24-Nov-21,Biology
2580,SonaliChaturvedi34838159,798,10.1016/j.cell.2021.11.004,Sonali,,,Chaturvedi,1,34838159,Cell,0,F,F,F,2021,17-May-21,3-Nov-21,Biology
901,GustavoVasen34838159,797,10.1016/j.cell.2021.11.004,Gustavo,,,Vasen,2,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
1771,MichaelPablo34838159,791,10.1016/j.cell.2021.11.004,Michael,,,Pablo,3,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
2927,XinyueChen34838159,785,10.1016/j.cell.2021.11.004,Xinyue,,,Chen,4,34838159,Cell,0,,F,F,2021,17-May-21,3-Nov-21,Biology
1862,NathanBeutler34838159,799,10.1016/j.cell.2021.11.004,Nathan,,,Beutler,5,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
248,ArjunKumar34838159,786,10.1016/j.cell.2021.11.004,Arjun,,,Kumar,6,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
678,ElizabethTanner34838159,784,10.1016/j.cell.2021.11.004,Elizabeth,,,Tanner,7,34838159,Cell,0,F,F,F,2021,17-May-21,3-Nov-21,Biology
2650,SylviaIllouz34838159,792,10.1016/j.cell.2021.11.004,Sylvia,,,Illouz,8,34838159,Cell,0,F,F,F,2021,17-May-21,3-Nov-21,Biology
631,DonnaRahgoshay34838159,795,10.1016/j.cell.2021.11.004,Donna,,,Rahgoshay,9,34838159,Cell,0,F,F,F,2021,17-May-21,3-Nov-21,Biology
1220,JohnBurnett34838159,783,10.1016/j.cell.2021.11.004,John,,,Burnett,10,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
1488,LeoHolguin34838159,788,10.1016/j.cell.2021.11.004,Leo,,,Holguin,11,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
2208,Pei-YiChen34838159,787,10.1016/j.cell.2021.11.004,Pei-Yi,,,Chen,12,34838159,Cell,0,,F,F,2021,17-May-21,3-Nov-21,Biology
338,BlaiseNdjamen34838159,794,10.1016/j.cell.2021.11.004,Blaise,,,Ndjamen,13,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
1741,MelanieOtt34838159,790,10.1016/j.cell.2021.11.004,Melanie,,,Ott,14,34838159,Cell,0,F,F,F,2021,17-May-21,3-Nov-21,Biology
2383,RobertRodick34838159,793,10.1016/j.cell.2021.11.004,Robert,,,Rodick,15,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
2710,ThomasRogers34838159,800,10.1016/j.cell.2021.11.004,Thomas,,,Rogers,16,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
561,DaveySmith34838159,796,10.1016/j.cell.2021.11.004,Davey,M,,Smith,17,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
1493,LeorWeinberger34838159,789,10.1016/j.cell.2021.11.004,Leor,S,,Weinberger,18,34838159,Cell,0,M,M,M,2021,17-May-21,3-Nov-21,Biology
1278,Jr-MingYang34838160,801,10.1016/j.cell.2021.11.005,Jr-Ming,,,Yang,1,34838160,Cell,0,,M,M,2021,19-Mar-21,26-Nov-21,Biology
2830,Wei-YuChi34838160,804,10.1016/j.cell.2021.11.005,Wei-Yu,,,Chi,2,34838160,Cell,0,,M,M,2021,19-Mar-21,26-Nov-21,Biology
1122,JessicaLiang34838160,803,10.1016/j.cell.2021.11.005,Jessica,,,Liang,3,34838160,Cell,0,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
2442,SakiTakayanagi34838160,806,10.1016/j.cell.2021.11.005,Saki,,,Takayanagi,4,34838160,Cell,0,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
1952,PabloIglesias34838160,802,10.1016/j.cell.2021.11.005,Pablo,A,,Iglesias,5,34838160,Cell,0,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
496,Chuan-HsiangHuang34838160,805,10.1016/j.cell.2021.11.005,Chuan-Hsiang,,,Huang,6,34838160,Cell,0,,M,M,2021,19-Mar-21,26-Nov-21,Biology
2865,WilliamKaelin34890547,807,10.1016/j.cell.2021.11.006,William,G,,Kaelin,1,34890547,Cell,0,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
378,CanCui34852236,808,10.1016/j.cell.2021.11.007,Can,,,Cui,1,34852236,Cell,1,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
1153,JiaweiWang34852236,816,10.1016/j.cell.2021.11.007,Jiawei,,,Wang,2,34852236,Cell,1,,M,M,2021,19-Mar-21,26-Nov-21,Biology
712,EricFagerberg34852236,814,10.1016/j.cell.2021.11.007,Eric,,,Fagerberg,3,34852236,Cell,1,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
2250,Ping-MinChen34852236,817,10.1016/j.cell.2021.11.007,Ping-Min,,,Chen,4,34852236,Cell,1,,M,M,2021,19-Mar-21,26-Nov-21,Biology
1385,KelliConnolly34852236,815,10.1016/j.cell.2021.11.007,Kelli,A,,Connolly,5,34852236,Cell,1,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
1675,MartinaDamo34852236,818,10.1016/j.cell.2021.11.007,Martina,,,Damo,6,34852236,Cell,1,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
1304,JulieCheung34852236,821,10.1016/j.cell.2021.11.007,Julie,F,,Cheung,7,34852236,Cell,1,F,F,F,2021,19-Mar-21,26-Nov-21,Biology
2724,TianyangMao34852236,822,10.1016/j.cell.2021.11.007,Tianyang,,,Mao,8,34852236,Cell,1,,M,M,2021,19-Mar-21,26-Nov-21,Biology
18,AdnanAskari34852236,811,10.1016/j.cell.2021.11.007,Adnan,S,,Askari,9,34852236,Cell,1,M,M,M,2021,19-Mar-21,26-Nov-21,Biology
