,Unique,X,DOI,ForeName,Middle1,Middle2,LastName,Order,PMID,Journal,CitationCount,PackGender,GenderizeRGender,GenderCon,Year,DateReceived,DatePublished,Field
22,AdrianIsaacs34791698,1730,10.15252/embj.2020105026,Adrian,M,,Isaacs,16,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
189,AngeloPoletti34791698,1733,10.15252/embj.2020105026,Angelo,,,Poletti,17,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
65,AlessandroProvenzani34791698,1741,10.15252/embj.2020105026,Alessandro,,,Provenzani,18,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
552,DaniloBilches Medinas34904718,1774,10.15252/embj.2020105531,Danilo,,,Bilches Medinas,1,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
2441,SajidMalik34904718,1764,10.15252/embj.2020105531,Sajid,,,Malik,2,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
724,EsraYıldız-Bölükbaşı34904718,1757,10.15252/embj.2020105531,Esra,,,Yıldız-Bölükbaşı,3,34904718,The EMBO journal,0,F,F,F,2021,5-May-20,14-Dec-21,Biology
1066,JaninaBorgonovo34904718,1770,10.15252/embj.2020105531,Janina,,,Borgonovo,4,34904718,The EMBO journal,0,F,F,F,2021,5-May-20,14-Dec-21,Biology
1814,MirvaSaaranen34904718,1766,10.15252/embj.2020105531,Mirva,J,,Saaranen,5,34904718,The EMBO journal,0,,F,F,2021,5-May-20,14-Dec-21,Biology
962,HeryUrra34904718,1772,10.15252/embj.2020105531,Hery,,,Urra,6,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
649,EduardoPulgar34904718,1767,10.15252/embj.2020105531,Eduardo,,,Pulgar,7,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1830,MuhammadAfzal34904718,1753,10.15252/embj.2020105531,Muhammad,,,Afzal,8,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
560,DarwinContreras34904718,1756,10.15252/embj.2020105531,Darwin,,,Contreras,9,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1582,MadisonWright34904718,1758,10.15252/embj.2020105531,Madison,T,,Wright,10,34904718,The EMBO journal,0,F,F,F,2021,5-May-20,14-Dec-21,Biology
764,FelipeBodaleo34904718,1765,10.15252/embj.2020105531,Felipe,,,Bodaleo,11,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
818,GabrielQuiroz34904718,1761,10.15252/embj.2020105531,Gabriel,,,Quiroz,12,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1956,PabloRozas34904718,1747,10.15252/embj.2020105531,Pablo,,,Rozas,13,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
2474,SaraMumtaz34904718,1762,10.15252/embj.2020105531,Sara,,,Mumtaz,14,34904718,The EMBO journal,0,F,F,F,2021,5-May-20,14-Dec-21,Biology
2397,RodrigoDíaz34904718,1763,10.15252/embj.2020105531,Rodrigo,,,Díaz,15,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
383,CarlosRozas34904718,1749,10.15252/embj.2020105531,Carlos,,,Rozas,16,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
765,FelipeCabral-Miranda34904718,1768,10.15252/embj.2020105531,Felipe,,,Cabral-Miranda,17,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
2352,RicardoPiña34904718,1752,10.15252/embj.2020105531,Ricardo,,,Piña,18,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
2807,VicenteValenzuela34904718,1771,10.15252/embj.2020105531,Vicente,,,Valenzuela,19,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1950,OzgunUyan34904718,1759,10.15252/embj.2020105531,Ozgun,,,Uyan,20,34904718,The EMBO journal,0,,M,M,2021,5-May-20,14-Dec-21,Biology
488,ChristopherReardon34904718,1755,10.15252/embj.2020105531,Christopher,,,Reardon,21,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
2787,UteWoehlbier34904718,1750,10.15252/embj.2020105531,Ute,,,Woehlbier,22,34904718,The EMBO journal,0,F,F,F,2021,5-May-20,14-Dec-21,Biology
2365,RobertBrown34904718,1744,10.15252/embj.2020105531,Robert,H,,Brown,23,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1788,MiguelSena-Esteves34904718,1748,10.15252/embj.2020105531,Miguel,,,Sena-Esteves,24,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
461,ChristianGonzalez-Billault34904718,1751,10.15252/embj.2020105531,Christian,,,Gonzalez-Billault,25,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
313,BernardoMorales34904718,1746,10.15252/embj.2020105531,Bernardo,,,Morales,26,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1459,LarsPlate34904718,1769,10.15252/embj.2020105531,Lars,,,Plate,27,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1548,LloydRuddock34904718,1745,10.15252/embj.2020105531,Lloyd,W,,Ruddock,28,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
1785,MiguelConcha34904718,1754,10.15252/embj.2020105531,Miguel,L,,Concha,29,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
507,ClaudioHetz34904718,1760,10.15252/embj.2020105531,Claudio,,,Hetz,30,34904718,The EMBO journal,0,M,M,M,2021,5-May-20,14-Dec-21,Biology
265,AslıhanTolun34904718,1773,10.15252/embj.2020105531,Aslıhan,,,Tolun,31,34904718,The EMBO journal,0,,,F,2021,5-May-20,14-Dec-21,Biology
670,ElinEnervald34786738,1776,10.15252/embj.2020105862,Elin,,,Enervald,1,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
1575,LynnPowell34786738,1778,10.15252/embj.2020105862,Lynn,Marie,,Powell,2,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
1551,LoraBoteva34786738,1777,10.15252/embj.2020105862,Lora,,,Boteva,3,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
2413,RossanaFoti34786738,1781,10.15252/embj.2020105862,Rossana,,,Foti,4,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
1877,NereaBlanes Ruiz34786738,1779,10.15252/embj.2020105862,Nerea,,,Blanes Ruiz,5,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
866,GözdeKibar34786738,1785,10.15252/embj.2020105862,Gozde,,,Kibar,6,34786738,The EMBO journal,1,,,F,2021,7-Jun-20,17-Nov-21,Biology
32,AgnieszkaPiszczek34786738,1775,10.15252/embj.2020105862,Agnieszka,,,Piszczek,7,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
760,FatimaCavaleri34786738,1780,10.15252/embj.2020105862,Fatima,,,Cavaleri,8,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
1683,MartinVingron34786738,1784,10.15252/embj.2020105862,Martin,,,Vingron,9,34786738,The EMBO journal,1,M,M,M,2021,7-Jun-20,17-Nov-21,Biology
138,AndreaCerase34786738,1783,10.15252/embj.2020105862,Andrea,,,Cerase,10,34786738,The EMBO journal,1,F,M,F,2021,7-Jun-20,17-Nov-21,Biology
2466,SaraBuonomo34786738,1782,10.15252/embj.2020105862,Sara,B,C,Buonomo,11,34786738,The EMBO journal,1,F,F,F,2021,7-Jun-20,17-Nov-21,Biology
73,AlexanderKnights34459015,1796,10.15252/embj.2020106061,Alexander,J,,Knights,1,34459015,The EMBO journal,0,M,M,M,2021,25-Jun-20,30-Aug-21,Biology
2520,ShanshanLiu34459015,1792,10.15252/embj.2020106061,Shanshan,,,Liu,2,34459015,The EMBO journal,0,,F,F,2021,25-Jun-20,30-Aug-21,Biology
2988,YingxuMa34459015,1793,10.15252/embj.2020106061,Yingxu,,,Ma,3,34459015,The EMBO journal,0,,M,M,2021,25-Jun-20,30-Aug-21,Biology
2809,VictoriaNudell34459015,1790,10.15252/embj.2020106061,Victoria,S,,Nudell,4,34459015,The EMBO journal,0,F,F,F,2021,25-Jun-20,30-Aug-21,Biology
715,EricPerkey34459015,1786,10.15252/embj.2020106061,Eric,,,Perkey,5,34459015,The EMBO journal,0,M,M,M,2021,25-Jun-20,30-Aug-21,Biology
1714,MatthewSorensen34459015,1794,10.15252/embj.2020106061,Matthew,J,,Sorensen,6,34459015,The EMBO journal,0,M,M,M,2021,25-Jun-20,30-Aug-21,Biology
2373,RobertKennedy34459015,1791,10.15252/embj.2020106061,Robert,T,,Kennedy,7,34459015,The EMBO journal,0,M,M,M,2021,25-Jun-20,30-Aug-21,Biology
1033,IvanMaillard34459015,1788,10.15252/embj.2020106061,Ivan,,,Maillard,8,34459015,The EMBO journal,0,M,M,M,2021,25-Jun-20,30-Aug-21,Biology
1543,LiYe34459015,1795,10.15252/embj.2020106061,Li,,,Ye,9,34459015,The EMBO journal,0,F,F,F,2021,25-Jun-20,30-Aug-21,Biology
946,HeejinJun34459015,1789,10.15252/embj.2020106061,Heejin,,,Jun,10,34459015,The EMBO journal,0,,F,F,2021,25-Jun-20,30-Aug-21,Biology
1319,JunWu34459015,1787,10.15252/embj.2020106061,Jun,,,Wu,11,34459015,The EMBO journal,0,M,M,M,2021,25-Jun-20,30-Aug-21,Biology
85,AlexandraMichurina34806773,1807,10.15252/embj.2020106459,Alexandra,,,Michurina,1,34806773,The EMBO journal,0,F,F,F,2021,6-Aug-20,22-Nov-21,Biology
1829,MSakib34806773,1814,10.15252/embj.2020106459,Mohammed,Sadman,,Sakib,2,34806773,The EMBO journal,0,,,M,2021,6-Aug-20,22-Nov-21,Biology
407,CemilKerimoglu34806773,1802,10.15252/embj.2020106459,Cemil,,,Kerimoglu,3,34806773,The EMBO journal,0,,M,M,2021,6-Aug-20,22-Nov-21,Biology
602,DennisKrüger34806773,1801,10.15252/embj.2020106459,Dennis,Manfred,,Krüger,4,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
1455,LalitKaurani34806773,1810,10.15252/embj.2020106459,Lalit,,,Kaurani,5,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
1730,MdIslam34806773,1813,10.15252/embj.2020106459,Md,Rezaul,,Islam,6,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
1969,ParthJoshi34806773,1806,10.15252/embj.2020106459,Parth,Devesh,,Joshi,7,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
2590,SophieSchröder34806773,1809,10.15252/embj.2020106459,Sophie,,,Schröder,8,34806773,The EMBO journal,0,F,F,F,2021,6-Aug-20,22-Nov-21,Biology
2761,TonatiuhCenteno34806773,1800,10.15252/embj.2020106459,Tonatiuh,Pena,,Centeno,9,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
1155,JiayinZhou34806773,1799,10.15252/embj.2020106459,Jiayin,,,Zhou,10,34806773,The EMBO journal,0,,F,F,2021,6-Aug-20,22-Nov-21,Biology
2322,RanjitPradhan34806773,1812,10.15252/embj.2020106459,Ranjit,,,Pradhan,11,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
1292,JuliaCha34806773,1808,10.15252/embj.2020106459,Julia,,,Cha,12,34806773,The EMBO journal,0,F,F,F,2021,6-Aug-20,22-Nov-21,Biology
2919,XingboXu34806773,1803,10.15252/embj.2020106459,Xingbo,,,Xu,13,34806773,The EMBO journal,0,,M,M,2021,6-Aug-20,22-Nov-21,Biology
872,GregorEichele34806773,1804,10.15252/embj.2020106459,Gregor,,,Eichele,14,34806773,The EMBO journal,0,M,M,M,2021,6-Aug-20,22-Nov-21,Biology
673,ElisabethZeisberg34806773,1797,10.15252/embj.2020106459,Elisabeth,M,,Zeisberg,15,34806773,The EMBO journal,0,F,F,F,2021,6-Aug-20,22-Nov-21,Biology
142,AndreaKranz34806773,1811,10.15252/embj.2020106459,Andrea,,,Kranz,16,34806773,The EMBO journal,0,F,M,F,2021,6-Aug-20,22-Nov-21,Biology
267,AStewart34806773,1798,10.15252/embj.2020106459,A,Francis,,Stewart,17,34806773,The EMBO journal,0,,,M,2021,6-Aug-20,22-Nov-21,Biology
156,AndréFischer34806773,1805,10.15252/embj.2020106459,André,,,Fischer,18,34806773,The EMBO journal,0,,M,M,2021,6-Aug-20,22-Nov-21,Biology
196,AnjaKonietzny34935159,1824,10.15252/embj.2020106523,Anja,,,Konietzny,1,34935159,The EMBO journal,0,F,F,F,2021,13-Aug-20,22-Dec-21,Biology
1083,JasperGrendel34935159,1823,10.15252/embj.2020106523,Jasper,,,Grendel,2,34935159,The EMBO journal,0,M,M,M,2021,13-Aug-20,22-Dec-21,Biology
50,AlanKadek34935159,1822,10.15252/embj.2020106523,Alan,,,Kadek,3,34935159,The EMBO journal,0,M,M,M,2021,13-Aug-20,22-Dec-21,Biology
1760,MichaelBucher34935159,1816,10.15252/embj.2020106523,Michael,,,Bucher,4,34935159,The EMBO journal,0,M,M,M,2021,13-Aug-20,22-Dec-21,Biology
3019,YuhaoHan34935159,1819,10.15252/embj.2020106523,Yuhao,,,Han,5,34935159,The EMBO journal,0,,M,M,2021,13-Aug-20,22-Dec-21,Biology
1861,NathalieHertrich34935159,1820,10.15252/embj.2020106523,Nathalie,,,Hertrich,6,34935159,The EMBO journal,0,F,F,F,2021,13-Aug-20,22-Dec-21,Biology
609,DickDekkers34935159,1817,10.15252/embj.2020106523,Dick,H,W,Dekkers,7,34935159,The EMBO journal,0,M,M,M,2021,13-Aug-20,22-Dec-21,Biology
1115,JeroenDemmers34935159,1821,10.15252/embj.2020106523,Jeroen,A,A,Demmers,8,34935159,The EMBO journal,0,M,M,M,2021,13-Aug-20,22-Dec-21,Biology
1377,KayGrünewald34935159,1825,10.15252/embj.2020106523,Kay,,,Grunewald,9,34935159,The EMBO journal,0,F,M,F,2021,13-Aug-20,22-Dec-21,Biology
419,CharlotteUetrecht34935159,1818,10.15252/embj.2020106523,Charlotte,,,Uetrecht,10,34935159,The EMBO journal,0,F,F,F,2021,13-Aug-20,22-Dec-21,Biology
1644,MarinaMikhaylova34935159,1815,10.15252/embj.2020106523,Marina,,,Mikhaylova,11,34935159,The EMBO journal,0,F,F,F,2021,13-Aug-20,22-Dec-21,Biology
1792,MikeRenne34873731,1830,10.15252/embj.2020106837,Mike,F,,Renne,1,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
2937,XueBao34873731,1832,10.15252/embj.2020106837,Xue,,,Bao,2,34873731,The EMBO journal,0,M,F,F,2021,18-Sep-20,7-Dec-21,Biology
1617,MargrietHokken34873731,1833,10.15252/embj.2020106837,Margriet,Wj,,Hokken,3,34873731,The EMBO journal,0,,F,F,2021,18-Sep-20,7-Dec-21,Biology
19,AdolfBierhuizen34873731,1827,10.15252/embj.2020106837,Adolf,S,,Bierhuizen,4,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
1680,MartinHermansson34873731,1828,10.15252/embj.2020106837,Martin,,,Hermansson,5,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
2360,RichardSprenger34873731,1831,10.15252/embj.2020106837,Richard,R,,Sprenger,6,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
2755,TomEwing34873731,1834,10.15252/embj.2020106837,Tom,A,,Ewing,7,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
2896,XiaoMa34873731,1835,10.15252/embj.2020106837,Xiao,,,Ma,8,34873731,The EMBO journal,0,F,F,F,2021,18-Sep-20,7-Dec-21,Biology
2432,RuudCox34873731,1836,10.15252/embj.2020106837,Ruud,C,,Cox,9,34873731,The EMBO journal,0,,M,M,2021,18-Sep-20,7-Dec-21,Biology
1260,JosBrouwers34873731,1829,10.15252/embj.2020106837,Jos,F,,Brouwers,10,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
404,CedricDe Smet34873731,1838,10.15252/embj.2020106837,Cedric,H,,De Smet,11,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
455,ChristerEjsing34873731,1826,10.15252/embj.2020106837,Christer,S,,Ejsing,12,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
230,Antonde Kroon34873731,1837,10.15252/embj.2020106837,Anton,Ipm,,de Kroon,13,34873731,The EMBO journal,0,M,M,M,2021,18-Sep-20,7-Dec-21,Biology
2291,QiyingXiao34523752,1841,10.15252/embj.2020106847,Qiying,,,Xiao,1,34523752,The EMBO journal,0,,M,M,2021,22-Sep-20,15-Sep-21,Biology
2977,YiChen34523752,1846,10.15252/embj.2020106847,Yi,,,Chen,2,34523752,The EMBO journal,0,M,F,F,2021,22-Sep-20,15-Sep-21,Biology
425,Cheng-WuLiu34523752,1844,10.15252/embj.2020106847,Cheng-Wu,,,Liu,3,34523752,The EMBO journal,0,,M,M,2021,22-Sep-20,15-Sep-21,Biology
801,FranRobson34523752,1848,10.15252/embj.2020106847,Fran,,,Robson,4,34523752,The EMBO journal,0,F,M,F,2021,22-Sep-20,15-Sep-21,Biology
2581,SonaliRoy34523752,1843,10.15252/embj.2020106847,Sonali,,,Roy,5,34523752,The EMBO journal,0,F,F,F,2021,22-Sep-20,15-Sep-21,Biology
2890,XiaofeiCheng34523752,1842,10.15252/embj.2020106847,Xiaofei,,,Cheng,6,34523752,The EMBO journal,0,,M,M,2021,22-Sep-20,15-Sep-21,Biology
1142,JiangqiWen34523752,1840,10.15252/embj.2020106847,Jiangqi,,,Wen,7,34523752,The EMBO journal,0,,M,M,2021,22-Sep-20,15-Sep-21,Biology
1419,KirankumarMysore34523752,1847,10.15252/embj.2020106847,Kirankumar,,,Mysore,8,34523752,The EMBO journal,0,,M,M,2021,22-Sep-20,15-Sep-21,Biology
226,AnthonyMiller34523752,1845,10.15252/embj.2020106847,Anthony,J,,Miller,9,34523752,The EMBO journal,0,M,M,M,2021,22-Sep-20,15-Sep-21,Biology
1112,JeremyMurray34523752,1839,10.15252/embj.2020106847,Jeremy,D,,Murray,10,34523752,The EMBO journal,0,M,M,M,2021,22-Sep-20,15-Sep-21,Biology
179,AndrewRosselot34704277,1851,10.15252/embj.2020106973,Andrew,E,,Rosselot,1,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
1809,MiriPark34704277,1849,10.15252/embj.2020106973,Miri,,,Park,2,34704277,The EMBO journal,0,F,F,F,2021,6-Oct-20,27-Oct-21,Biology
1642,MariKim34704277,1853,10.15252/embj.2020106973,Mari,,,Kim,3,34704277,The EMBO journal,0,F,F,F,2021,6-Oct-20,27-Oct-21,Biology
2769,ToruMatsu-Ura34704277,1866,10.15252/embj.2020106973,Toru,,,Matsu-Ura,4,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
824,GangWu34704277,1868,10.15252/embj.2020106973,Gang,,,Wu,5,34704277,The EMBO journal,0,,M,M,2021,6-Oct-20,27-Oct-21,Biology
553,DaniloFlores34704277,1856,10.15252/embj.2020106973,Danilo,E,,Flores,6,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
1441,KrithikaSubramanian34704277,1852,10.15252/embj.2020106973,Krithika,R,,Subramanian,7,34704277,The EMBO journal,0,F,F,F,2021,6-Oct-20,27-Oct-21,Biology
2624,SuengwonLee34704277,1857,10.15252/embj.2020106973,Suengwon,,,Lee,8,34704277,The EMBO journal,0,,,M,2021,6-Oct-20,27-Oct-21,Biology
1847,NambirajanSundaram34704277,1867,10.15252/embj.2020106973,Nambirajan,,,Sundaram,9,34704277,The EMBO journal,0,,M,M,2021,6-Oct-20,27-Oct-21,Biology
2680,TaylorBroda34704277,1850,10.15252/embj.2020106973,Taylor,R,,Broda,10,34704277,The EMBO journal,0,F,M,M,2021,6-Oct-20,27-Oct-21,Biology
941,HeatherMcCauley34704277,1865,10.15252/embj.2020106973,Heather,A,,McCauley,11,34704277,The EMBO journal,0,F,F,F,2021,6-Oct-20,27-Oct-21,Biology
1100,JenniferHawkins34704277,1854,10.15252/embj.2020106973,Jennifer,A,,Hawkins,12,34704277,The EMBO journal,0,F,F,F,2021,6-Oct-20,27-Oct-21,Biology
1351,KashishChetal34704277,1860,10.15252/embj.2020106973,Kashish,,,Chetal,13,34704277,The EMBO journal,0,F,F,F,2021,6-Oct-20,27-Oct-21,Biology
1866,NathanSalomonis34704277,1861,10.15252/embj.2020106973,Nathan,,,Salomonis,14,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
1916,NoahShroyer34704277,1863,10.15252/embj.2020106973,Noah,F,,Shroyer,15,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
1764,MichaelHelmrath34704277,1862,10.15252/embj.2020106973,Michael,A,,Helmrath,16,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
1060,JamesWells34704277,1858,10.15252/embj.2020106973,James,M,,Wells,17,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
1224,JohnHogenesch34704277,1855,10.15252/embj.2020106973,John,B,,Hogenesch,18,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
2493,SeanMoore34704277,1864,10.15252/embj.2020106973,Sean,R,,Moore,19,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
462,ChristianHong34704277,1859,10.15252/embj.2020106973,Christian,I,,Hong,20,34704277,The EMBO journal,0,M,M,M,2021,6-Oct-20,27-Oct-21,Biology
258,ArturoOrtin-Martinez34494680,1883,10.15252/embj.2020107264,Arturo,,,Ortin-Martinez,1,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
1894,NicoleYan34494680,1879,10.15252/embj.2020107264,Nicole,E,,Yan,2,34494680,The EMBO journal,3,F,F,F,2021,13-Nov-20,8-Sep-21,Biology
707,EnTsai34494680,1882,10.15252/embj.2020107264,En,Leh,Samuel,Tsai,3,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
1453,LacrimioaraComanita34494680,1869,10.15252/embj.2020107264,Lacrimioara,,,Comanita,4,34494680,The EMBO journal,3,,F,F,2021,13-Nov-20,8-Sep-21,Biology
44,AkshayGurdita34494680,1871,10.15252/embj.2020107264,Akshay,,,Gurdita,5,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
1917,NobuhikoTachibana34494680,1875,10.15252/embj.2020107264,Nobuhiko,,,Tachibana,6,34494680,The EMBO journal,3,,M,M,2021,13-Nov-20,8-Sep-21,Biology
3070,ZhongdaLiu34494680,1874,10.15252/embj.2020107264,Zhongda,C,,Liu,7,34494680,The EMBO journal,3,,M,M,2021,13-Nov-20,8-Sep-21,Biology
2642,SuyingLu34494680,1876,10.15252/embj.2020107264,Suying,,,Lu,8,34494680,The EMBO journal,3,,F,F,2021,13-Nov-20,8-Sep-21,Biology
1968,ParnianDolati34494680,1877,10.15252/embj.2020107264,Parnian,,,Dolati,9,34494680,The EMBO journal,3,,F,F,2021,13-Nov-20,8-Sep-21,Biology
1876,NenoPokrajac34494680,1880,10.15252/embj.2020107264,Neno,T,,Pokrajac,10,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
33,AhmedEl-Sehemy34494680,1878,10.15252/embj.2020107264,Ahmed,,,El-Sehemy,11,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
2240,PhilipNickerson34494680,1872,10.15252/embj.2020107264,Philip,E,B,Nickerson,12,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
394,CarolSchuurmans34494680,1873,10.15252/embj.2020107264,Carol,,,Schuurmans,13,34494680,The EMBO journal,3,F,F,F,2021,13-Nov-20,8-Sep-21,Biology
2394,RodBremner34494680,1870,10.15252/embj.2020107264,Rod,,,Bremner,14,34494680,The EMBO journal,3,M,M,M,2021,13-Nov-20,8-Sep-21,Biology
2794,ValerieWallace34494680,1881,10.15252/embj.2020107264,Valerie,A,,Wallace,15,34494680,The EMBO journal,3,F,F,F,2021,13-Nov-20,8-Sep-21,Biology
1520,LinMa34558085,1899,10.15252/embj.2020107277,Lin,,,Ma,1,34558085,The EMBO journal,0,F,F,F,2021,11-Nov-20,24-Sep-21,Biology
2956,YanhuaDu34558085,1891,10.15252/embj.2020107277,Yanhua,,,Du,2,34558085,The EMBO journal,0,,F,F,2021,11-Nov-20,24-Sep-21,Biology
2980,YiHui34558085,1892,10.15252/embj.2020107277,Yi,,,Hui,3,34558085,The EMBO journal,0,M,F,F,2021,11-Nov-20,24-Sep-21,Biology
1849,NanLi34558085,1887,10.15252/embj.2020107277,Nan,,,Li,4,34558085,The EMBO journal,0,F,F,F,2021,11-Nov-20,24-Sep-21,Biology
299,BeibeiFan34558085,1884,10.15252/embj.2020107277,Beibei,,,Fan,5,34558085,The EMBO journal,0,,F,F,2021,11-Nov-20,24-Sep-21,Biology
2892,XiaojieZhang34558085,1896,10.15252/embj.2020107277,Xiaojie,,,Zhang,6,34558085,The EMBO journal,0,,F,F,2021,11-Nov-20,24-Sep-21,Biology
2889,XiaocuiLi34558085,1886,10.15252/embj.2020107277,Xiaocui,,,Li,7,34558085,The EMBO journal,0,,F,F,2021,11-Nov-20,24-Sep-21,Biology
2835,WeiHong34558085,1888,10.15252/embj.2020107277,Wei,,,Hong,8,34558085,The EMBO journal,0,M,M,M,2021,11-Nov-20,24-Sep-21,Biology
3067,ZhipingWu34558085,1893,10.15252/embj.2020107277,Zhiping,,,Wu,9,34558085,The EMBO journal,0,,M,M,2021,11-Nov-20,24-Sep-21,Biology
2554,ShuweiZhang34558085,1889,10.15252/embj.2020107277,Shuwei,,,Zhang,10,34558085,The EMBO journal,0,,M,M,2021,11-Nov-20,24-Sep-21,Biology
2521,ShanshanZhou34558085,1885,10.15252/embj.2020107277,Shanshan,,,Zhou,11,34558085,The EMBO journal,0,,F,F,2021,11-Nov-20,24-Sep-21,Biology
2880,XiangjieXu34558085,1895,10.15252/embj.2020107277,Xiangjie,,,Xu,12,34558085,The EMBO journal,0,,M,M,2021,11-Nov-20,24-Sep-21,Biology
3071,ZhongshuZhou34558085,1894,10.15252/embj.2020107277,Zhongshu,,,Zhou,13,34558085,The EMBO journal,0,,M,M,2021,11-Nov-20,24-Sep-21,Biology
503,CizhongJiang34558085,1890,10.15252/embj.2020107277,Cizhong,,,Jiang,14,34558085,The EMBO journal,0,,,M,2021,11-Nov-20,24-Sep-21,Biology
1516,LingLiu34558085,1897,10.15252/embj.2020107277,Ling,,,Liu,15,34558085,The EMBO journal,0,F,F,F,2021,11-Nov-20,24-Sep-21,Biology
2900,XiaoqingZhang34558085,1898,10.15252/embj.2020107277,Xiaoqing,,,Zhang,16,34558085,The EMBO journal,0,,F,F,2021,11-Nov-20,24-Sep-21,Biology
