"","ForeName","Middle1","Middle2","LastName","Order","PMID","DOI","Journal"
"1341","Kathleen","","","Rubins",33,"34822785","10.1016/j.cell.2021.11.008","Cell"
"1342","Kathrin","","","Plath",12,"34739832","10.1016/j.cell.2021.10.014","Cell"
"1343","Kathrin","","","Plath",18,"34813726","10.1016/j.cell.2021.10.022","Cell"
"1344","Kathrin","","","Plath",18,"34890555","10.1016/j.cell.2021.11.028","Cell"
"1345","Kathryn","C","","Asalone",5,"34822781","10.1016/j.cell.2021.10.030","Cell"
"1346","Kathryn","A","","Bracht",14,"34822781","10.1016/j.cell.2021.10.030","Cell"
"1347","Kathryn","S","","Carpentier",1,"34618370","10.15252/embj.2021108966","The EMBO journal"
"1348","Kathryn","S","E","Cheah",57,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1349","Kathryn","E","","Foulds",4,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1350","Kathryn","B","","Walters-Conte",9,"34822781","10.1016/j.cell.2021.10.030","Cell"
"1351","Kathryn","","","Wilbanks",7,"34735796","10.1016/j.cell.2021.10.010","Cell"
"1352","Katie","","","Jeffery",40,"34735795","10.1016/j.cell.2021.10.011","Cell"
"1353","Katie","L","","McMahon",31,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1354","Katja","","","Petzold",6,"34608336","10.1038/s41596-021-00606-1","Nature protocols"
"1355","Kato","","","Speleman",6,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1356","Katrien","","","Lagrou",21,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1357","Kavyaa","","","Venkat",1,"34612526","10.15252/embj.2021108542","The EMBO journal"
"1358","Kay","","","Grünewald",9,"34935159","10.15252/embj.2020106523","The EMBO journal"
"1359","Kazeera","","","Aliar",5,"34644529","10.1016/j.cell.2021.09.022","Cell"
"1360","Kazumitsu","","","Maehara",1,"34730297","10.15252/msb.202110323","Molecular systems biology"
"1361","Kee","Wui","","Huang",9,"34610277","10.1016/j.cell.2021.09.013","Cell"
"1362","Keisuke","","","Watanabe",19,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1363","Keith","A","","Lidke",5,"34741801","10.1016/j.cell.2021.10.017","Cell"
"1364","Keith","E","","Mostov",30,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"1365","Keith","","","Phillips",26,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1366","Kelli","A","","Connolly",5,"34852236","10.1016/j.cell.2021.11.007","Cell"
"1367","Kelly","R","","Barnett",2,"34663963","10.1038/s41596-021-00608-z","Nature protocols"
"1368","Kelly","K","","Lee",1,"34856127","10.1016/j.cell.2021.11.020","Cell"
"1369","Kelvin","A","","Wong",13,"34786730","10.15252/embj.2021108307","The EMBO journal"
"1370","Ken","S","","Lau",52,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1371","Kenichi","","","Ishiyama",7,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1372","Kenji","","","Shimada",9,"34569643","10.15252/embj.2021108439","The EMBO journal"
"1373","Kenta","","","Kawasaki",35,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1374","Kevin","C","","Barry",14,"34963056","10.1016/j.cell.2021.12.004","Cell"
"1375","Kevin","","","Baßler",27,"34914922","10.1016/j.cell.2021.11.033","Cell"
"1376","Kevin","W","","Bock",13,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1377","Kevin","M","","Jude",6,"34758294","10.1016/j.cell.2021.10.016","Cell"
"1378","Kevin","S","","Kapner",10,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1379","Kevin","W","","Kelley",1,"34774127","10.1016/j.cell.2021.10.003","Cell"
"1380","Kevin","C","","Le",8,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"1381","Kevin","","","Wang",8,"34890553","10.1016/j.cell.2021.11.029","Cell"
"1382","Kezhuo","","","Yu",53,"34767776","10.1016/j.cell.2021.10.023","Cell"
"1383","Kim","","","Baumann",1,"34594026","10.1038/s41580-021-00423-0","Nature reviews. Molecular cell biology"
"1384","Kim","","","Baumann",1,"34907363","10.1038/s41580-021-00445-8","Nature reviews. Molecular cell biology"
"1385","Kimberly","L","","Cooper",3,"34949863","10.1038/s41596-021-00646-7","Nature protocols"
"1386","Kimberly","","","Perez",37,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1387","Kimberly","","","Ritola",4,"34890577","10.1016/j.cell.2021.11.019","Cell"
"1388","Kimmie","","","Ng",39,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1389","Kimmie","","","Ng",27,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1390","Kinji","","","Ohno",7,"34605568","10.15252/embj.2020107485","The EMBO journal"
"1391","Kinza","","","Rian",105,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1392","Kiran","","","Challa",2,"34569643","10.15252/embj.2021108439","The EMBO journal"
"1393","Kirankumar","","","Mysore",8,"34523752","10.15252/embj.2020106847","The EMBO journal"
"1394","Kirill","S","","Korolev",10,"34635859","10.1038/s41596-021-00593-3","Nature protocols"
"1395","Kirsten","","","Lauber",5,"34697469",NA,NA
"1396","Kirstie","A","","Bennett",5,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1397","Kizhakke","M","","Sathyan",2,"34786730","10.15252/embj.2021108307","The EMBO journal"
"1398","Kizzmekia","S","","Corbett",2,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1399","Klaus","M","","Hahn",10,"34637702","10.1016/j.cell.2021.09.026","Cell"
"1400","Kobi","","","Rosenblum",17,"34752731","10.1016/j.cell.2021.10.013","Cell"
"1401","Kobi","","","Rosenblum",17,"34890554","10.1016/j.cell.2021.11.021","Cell"
"1402","Koki","","","Mimura",4,"34636430","10.15252/embj.2021107757","The EMBO journal"
"1403","Konrad","","","Rokicki",7,"34875226","10.1016/j.cell.2021.11.024","Cell"
"1404","Konstantinos","","","Hatzikotoulas",2,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1405","Kosuke","","","Tomimatsu",2,"34730297","10.15252/msb.202110323","Molecular systems biology"
"1406","Kristen","E","","Lowder",6,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1407","Kristian","","","Händler",10,"34825707","10.15252/embj.2021108662","The EMBO journal"
"1408","Kristian","","","Hveem",59,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1409","Kristie","","","Oxford",46,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1410","Kristin","K","","Brown",1,"34582060","10.15252/embj.2021109575","The EMBO journal"
"1411","Kristina","","","Hanspers",50,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1412","Kristine","","","Donahue",9,"34487377","10.15252/embj.2021108065","The EMBO journal"
"1413","Kristy","","","Shield-Artin",3,"34698396","10.15252/embj.2019103718","The EMBO journal"
"1414","Kristy","","","Tjokro",7,"34644528","10.1016/j.cell.2021.09.021","Cell"
"1415","Krithika","R","","Subramanian",7,"34704277","10.15252/embj.2020106973","The EMBO journal"
"1416","Krystle","N","","Agans",8,"34715022","10.1016/j.cell.2021.09.035","Cell"
"1417","Krzysztof","","","Okrasa",19,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1418","Kun","","","Qu",86,"34767776","10.1016/j.cell.2021.10.023","Cell"
"1419","Kun","","","Zhang",5,"34650278","10.1038/s41596-021-00507-3","Nature protocols"
"1420","Kuoyuan","","","Cheng",1,"34709707","10.15252/msb.202110260","Molecular systems biology"
"1421","Kurt","","","Reichermeier",9,"34595758","10.15252/embj.2021108008","The EMBO journal"
"1422","Kyle","P","","Eagen",15,"34786730","10.15252/embj.2021108307","The EMBO journal"
"1423","Kyle","J","","Gaulton",9,"34774128","10.1016/j.cell.2021.10.024","Cell"
"1424","Kyra","","","Campbell",7,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"1425","Kyu","Young","","Choi",10,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"1426","L","Francisco","","Lorenzo-Martín",3,"34617326","10.15252/embj.2021108125","The EMBO journal"
"1427","Lachlan","T","","Strike",28,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1428","Lacrimioara","","","Comanita",4,"34494680","10.15252/embj.2020107264","The EMBO journal"
"1429","Lai","","","Wei",76,"34767776","10.1016/j.cell.2021.10.023","Cell"
"1430","Lalit","","","Kaurani",5,"34806773","10.15252/embj.2020106459","The EMBO journal"
"1431","Lance","","","Turtle",57,"34735795","10.1016/j.cell.2021.10.011","Cell"
"1432","Lanfen","","","Chen",24,"34678143","10.1016/j.cell.2021.10.001","Cell"
"1433","Lars","","","Eijssen",53,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1434","Lars","","","Plate",27,"34904718","10.15252/embj.2020105531","The EMBO journal"
"1435","Laura","","","Beckmann",6,"34931711","10.15252/embj.2021108690","The EMBO journal"
"1436","Laura","F","","Dagley",2,"34698396","10.15252/embj.2019103718","The EMBO journal"
"1437","Laura","","","Martin-Sancho",2,"34709707","10.15252/msb.202110260","Molecular systems biology"
"1438","Laura","A","","Novotny",11,"34735796","10.1016/j.cell.2021.10.010","Cell"
"1439","Laura","G","","Reinholdt",7,"34931323","10.15252/embj.2021109445","The EMBO journal"
"1440","Laura","Silva","","Reyes",22,"34735795","10.1016/j.cell.2021.10.011","Cell"
"1441","Laura","","","Riva",5,"34709707","10.15252/msb.202110260","Molecular systems biology"
"1442","Laura","","","Rossi",13,"34822779","10.1016/j.cell.2021.10.026","Cell"
"1443","Laura","","","Tamblyn",17,"34644529","10.1016/j.cell.2021.09.022","Cell"
"1444","Laura","","","Van Gerven",29,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1445","Lauren","O","","Bakaletz",13,"34735796","10.1016/j.cell.2021.10.010","Cell"
"1446","Lauren","K","","Brais",20,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1447","Lauren","P","","Lawson",18,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1448","Lauren","","","Mashburn-Warren",8,"34735796","10.1016/j.cell.2021.10.010","Cell"
"1449","Lauren","","","McCormick",9,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1450","Laurence","","","Calzone",116,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1451","Laurent","","","Cappadocia",1,"34585421","10.15252/embj.2019103787","The EMBO journal"
"1452","Laurent","","","Heirendt",75,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1453","Laurent","","","Nguyen",3,"34751964","10.15252/embj.2021109935","The EMBO journal"
"1454","Laurent","","","Pessaint",12,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1455","Laurent","F","","Thomas",31,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1456","Leanne","","","Wallace",8,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1457","Leen","","","Janssen",6,"34617299","10.15252/embj.2020107568","The EMBO journal"
"1458","Leena","A","","Ibrahim",5,"34715023","10.1016/j.cell.2021.10.009","Cell"
"1459","Lei","","","Wang",6,"34726281","10.15252/embj.2021108684","The EMBO journal"
"1460","Lei","","","Zhou",18,"34890548","10.1016/j.cell.2021.10.031","Cell"
"1461","Leif","Erik","","Sander",63,"34914922","10.1016/j.cell.2021.11.033","Cell"
"1462","Lena","","","Amend",3,"34676563","10.15252/embj.2021108287","The EMBO journal"
"1463","Leo","","","Holguin",11,"34838159","10.1016/j.cell.2021.11.004","Cell"
"1464","Leonard","","","Petrucelli",14,"34890553","10.1016/j.cell.2021.11.029","Cell"
"1465","Leonard","","","Schmiester",41,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1466","Leong","Jing","","Yao",2,"34822780","10.1016/j.cell.2021.10.028","Cell"
"1467","Leonid","","","Brodsky",15,"34852237","10.1016/j.cell.2021.11.023","Cell"
"1468","Leor","S","","Weinberger",18,"34838159","10.1016/j.cell.2021.11.004","Cell"
"1469","Lewis","L","","Lanier",27,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1470","Li","","","Chen",7,"34779515","10.15252/embj.2021107640","The EMBO journal"
"1471","Li","","","Gu",7,"34942047","10.15252/embj.2021108823","The EMBO journal"
"1472","Li","","","Shen",13,"34957577","10.15252/embj.2021108415","The EMBO journal"
"1473","Li","","","Wang",5,"34585770","10.15252/embj.2021107915","The EMBO journal"
"1474","Li","","","Ye",9,"34459015","10.15252/embj.2020106061","The EMBO journal"
"1475","Liam","D","","Aubrey",5,"34842295","10.15252/embj.2021108591","The EMBO journal"
"1476","Liam","","","Cassidy",4,"34612526","10.15252/embj.2021108542","The EMBO journal"
"1477","Liam","","","Fergusson",36,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1478","Liam","","","Kempthorne",5,"34791698","10.15252/embj.2020105026","The EMBO journal"
"1479","Liam","F","","Spurr",22,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1480","Lian-Wang","","","Guo",18,"34741801","10.1016/j.cell.2021.10.017","Cell"
"1481","Lifeng","","","Tian",11,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1482","Lihong","","","Chen",9,"34678143","10.1016/j.cell.2021.10.001","Cell"
"1483","Lihong","","","Sheng",3,"34739833","10.1016/j.cell.2021.10.006","Cell"
"1484","Lika","","","Drakhlis",1,"34759383","10.1038/s41596-021-00629-8","Nature protocols"
"1485","Lilja","","","Stefánsdóttir",4,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1486","Liming","","","Yan",6,"34888888","10.15252/embj.2021108713","The EMBO journal"
"1487","Lin","","","He",15,"34644528","10.1016/j.cell.2021.09.021","Cell"
"1488","Lin","","","Ma",1,"34558085","10.15252/embj.2020107277","The EMBO journal"
"1489","Lin","","","Tian",11,"34610277","10.1016/j.cell.2021.09.013","Cell"
"1490","Lin","","","Zhu",65,"34767776","10.1016/j.cell.2021.10.023","Cell"
"1491","Linchong","","","Sun",8,"34472622","10.15252/embj.2021108028","The EMBO journal"
"1492","Lincoln","D","","Stein",129,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1493","Lindsey","N","","Guerin",1,"34663963","10.1038/s41596-021-00608-z","Nature protocols"
"1494","Ling","","","Bai",9,"34637701","10.1016/j.cell.2021.09.023","Cell"
"1495","Ling","","","Liu",15,"34558085","10.15252/embj.2020107277","The EMBO journal"
"1496","Ling","","","Tong",5,"34919814","10.1016/j.cell.2021.11.032","Cell"
"1497","Linghua","","","Zhou",30,"34965378","10.1016/j.cell.2021.12.006","Cell"
"1498","Lingjun","","","Li",13,"34487377","10.15252/embj.2021108065","The EMBO journal"
"1499","Linglin","","","Huang",2,"34875227","10.1016/j.cell.2021.11.018","Cell"
"1500","Lingshu","","","Wang",28,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1501","Linyu","","","Yan",4,"34704268","10.15252/embj.2021108069","The EMBO journal"
"1502","Lipika","R","","Pal",3,"34709707","10.15252/msb.202110260","Molecular systems biology"
"1503","Liping","","","Li",5,"34927267","10.15252/embj.2021110306","The EMBO journal"
"1504","Liron","","","David",2,"34861190","10.1016/j.cell.2021.11.011","Cell"
"1505","Lisa","M","","Broad",27,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1506","Lisa","A","","Chakrabarti",16,"34601723","10.15252/embj.2021108944","The EMBO journal"
"1507","Lisa","","","Gawriyski",11,"34709727","10.15252/msb.202110396","Molecular systems biology"
"1508","Lisa","M","","Grabner",3,"34586646","10.15252/embj.2021108234","The EMBO journal"
"1509","Lisa","","","Hohorst",2,"34931711","10.15252/embj.2021108690","The EMBO journal"
"1510","Lisa","","","Matthews",61,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1511","Lisa","M","","Monteggia",3,"34963057","10.1016/j.cell.2021.12.003","Cell"
"1512","Lisa","M","","Saksida",7,"34741153","10.1038/s41596-021-00627-w","Nature protocols"
"1513","Lisha","","","Ye",4,"34759384","10.1038/s41596-021-00628-9","Nature protocols"
"1514","Liudmila","","","Andreeva",9,"34678144","10.1016/j.cell.2021.09.032","Cell"
"1515","Liudmila","","","Andreeva",1,"34861190","10.1016/j.cell.2021.11.011","Cell"
"1516","Liuliu","","","Pan",12,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1517","Lixin","","","Hong",16,"34678143","10.1016/j.cell.2021.10.001","Cell"
"1518","Lixin","","","Liu",9,"34747049","10.15252/embj.2021108080","The EMBO journal"
"1519","Liza","","","Konnikova",10,"34822779","10.1016/j.cell.2021.10.026","Cell"
"1520","Lizhong","","","Wang",2,"34942100","10.1016/j.cell.2021.11.030","Cell"
"1521","Lizzie","","","Stafford",36,"34735795","10.1016/j.cell.2021.10.011","Cell"
"1522","Lloyd","W","","Ruddock",28,"34904718","10.15252/embj.2020105531","The EMBO journal"
"1523","Loïc","","","Binan",4,"34715023","10.1016/j.cell.2021.10.009","Cell"
"1524","Long","P","","Le",10,"34773119","10.1038/s41596-021-00626-x","Nature protocols"
"1525","Lora","","","Boteva",3,"34786738","10.15252/embj.2020105862","The EMBO journal"
"1526","Lorelle","","","Nunn",26,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1527","Lorenzo","","","Baronti",3,"34608336","10.1038/s41596-021-00606-1","Nature protocols"
"1528","Lorin","","","Crawford",41,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1529","Lorraine","","","Southam",3,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1530","Louis","","","Dwomoh",11,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1531","Louise","E","","King",5,"34931711","10.15252/embj.2021108690","The EMBO journal"
"1532","Lourdes","","","Ruiz-Zamarripa",2,"34811533","10.1038/s41580-021-00435-w","Nature reviews. Molecular cell biology"
"1533","Luana","","","Licata",92,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1534","Lucía","","","Fernández-Nevado",2,"34617326","10.15252/embj.2021108125","The EMBO journal"
"1535","Lucy","P","","Eperon",8,"34779515","10.15252/embj.2021107640","The EMBO journal"
"1536","Ludivine","","","Grzelak",6,"34601723","10.15252/embj.2021108944","The EMBO journal"
"1537","Luis","Daniel","","Cruz-Zaragoza",1,"34672953","10.1016/j.cell.2021.09.033","Cell"
"1538","Luis","Cristóbal","","Monraz Gómez",16,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1539","Luís","F","","Ribeiro",10,"34842295","10.15252/embj.2021108591","The EMBO journal"
"1540","Luisa","M","","Hering",12,"34735795","10.1016/j.cell.2021.10.011","Cell"
"1541","Lukas","P","","Frenzel",11,"34931711","10.15252/embj.2021108690","The EMBO journal"
"1542","Lukas","","","Kenner",26,"34586646","10.15252/embj.2021108234","The EMBO journal"
"1543","Lukas","","","Marcelis",10,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1544","Luke","D","","Lavis",8,"34637702","10.1016/j.cell.2021.09.026","Cell"
"1545","Lutz","","","Krause",5,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1546","Lvji","","","Wang",18,"34965378","10.1016/j.cell.2021.12.006","Cell"
"1547","Lyle","A","","Simmons",5,"34961960","10.15252/embj.2021108708","The EMBO journal"
"1548","Lynn","Marie","","Powell",2,"34786738","10.15252/embj.2020105862","The EMBO journal"
"1549","Lynne","D","","Berry",20,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1550","M","Angela","","Aznar",2,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1551","M","Angela","","Nieto",32,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"1552","M","Sadman","","Sakib",2,"34806773","10.15252/embj.2020106459","The EMBO journal"
"1553","M","Kay","","Washington",40,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1554","Maaran","Michael","","Rajah",1,"34601723","10.15252/embj.2021108944","The EMBO journal"
"1555","Mackenzie","","","Noon",6,"34644528","10.1016/j.cell.2021.09.021","Cell"
"1556","Mackenzie","","","Strehle",8,"34813726","10.1016/j.cell.2021.10.022","Cell"
"1557","Mackenzie","","","Strehle",8,"34890555","10.1016/j.cell.2021.11.028","Cell"
"1558","Madeline","E","","Caballero",2,"34822781","10.1016/j.cell.2021.10.030","Cell"
"1559","Madison","M","","Moore",6,"34822781","10.1016/j.cell.2021.10.030","Cell"
"1560","Madison","T","","Wright",10,"34904718","10.15252/embj.2020105531","The EMBO journal"
"1561","Magalie","","","Duchateau",3,"34697468","10.1038/s41596-021-00610-5","Nature protocols"
"1562","Magdalena","","","Götz",12,"34549820","10.15252/embj.2020107532","The EMBO journal"
"1563","Magdalena","","","Riad",1,"34608336","10.1038/s41596-021-00606-1","Nature protocols"
"1564","Mahnaz","","","Minai",15,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1565","Maiken","E","","Gabrielsen",17,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1566","Maiko","","","Ono",2,"34636430","10.15252/embj.2021107757","The EMBO journal"
"1567","Maki","","","Okada",8,"34636430","10.15252/embj.2021107757","The EMBO journal"
"1568","Makoto","","","Higuchi",22,"34636430","10.15252/embj.2021107757","The EMBO journal"
"1569","Malcolm","","","Weir",47,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1570","Malika","R","","Gregory",8,"34610277","10.1016/j.cell.2021.09.013","Cell"
"1571","Malina","","","John",3,"34931711","10.15252/embj.2021108690","The EMBO journal"
"1572","Malte","D","","Luecken",56,"34914922","10.1016/j.cell.2021.11.033","Cell"
"1573","Manami","","","Takahashi",13,"34636430","10.15252/embj.2021107757","The EMBO journal"
"1574","Mandy","","","Koopman",11,"34617299","10.15252/embj.2020107568","The EMBO journal"
"1575","Mangilal","","","Agarwal",7,"34837085","10.1038/s41596-021-00631-0","Nature protocols"
"1576","Manisha","S","","Raghavan",11,"34890551","10.1016/j.cell.2021.11.017","Cell"
"1577","Manja","","","Thorwirth",3,"34549820","10.15252/embj.2020107532","The EMBO journal"
"1578","Manon","","","Valet",1,"34754086","10.1038/s41580-021-00424-z","Nature reviews. Molecular cell biology"
"1579","Manu","","","Shivakumar",28,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1580","Manuel","R","","Amieva",4,"34663962","10.1038/s41596-021-00607-0","Nature protocols"
"1581","Mar","","","Margalef-Català",2,"34663962","10.1038/s41596-021-00607-0","Nature protocols"
"1582","Marc","","","Beyer",12,"34825707","10.15252/embj.2021108662","The EMBO journal"
"1583","Marc","","","Bourgeois",16,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1584","Marc","E","","Gillespie",128,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1585","Marc","","","Lipsitch",4,"34910927","10.1016/j.cell.2021.11.026","Cell"
"1586","Marc","A","","Morgan",14,"34786730","10.15252/embj.2021108307","The EMBO journal"
"1587","Marc","P","","Stemmler",37,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"1588","Marcio","Luis","","Acencio",9,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1589","Marco","","","Cosentino Lagomarsino",11,"34605051","10.15252/embj.2021108225","The EMBO journal"
"1590","Marco","","","Ruella",22,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1591","Marcus","","","De Goffau",7,"34822779","10.1016/j.cell.2021.10.026","Cell"
"1592","Marek","","","Ostaszewski",1,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1593","Margaret","J","","Wright",32,"34767757","10.1016/j.cell.2021.10.015","Cell"
"1594","Margo","","","Tuerlings",32,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1595","Margreet","","","Kloppenburg",22,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1596","Margriet","Wj","","Hokken",3,"34873731","10.15252/embj.2020106837","The EMBO journal"
"1597","Mari","","","Kim",3,"34704277","10.15252/embj.2020106973","The EMBO journal"
"1598","Maria","Rita","","Chelazzi",2,"34957576","10.15252/embj.2021108518","The EMBO journal"
"1599","Maria","M","","Denk",6,"34707256","10.1038/s41596-021-00612-3","Nature protocols"
"1600","Maria","","","Jasin",4,"34793701","10.1016/j.cell.2021.10.025","Cell"
"1601","Maria","","","Krot",4,"34752731","10.1016/j.cell.2021.10.013","Cell"
"1602","Maria","","","Krot",4,"34890554","10.1016/j.cell.2021.11.021","Cell"
"1603","Maria","Teresa","","Mitjavila-Garcia",15,"34533226","10.15252/embj.2020104543","The EMBO journal"
"1604","Maria","","","Peña-Chilet",104,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1605","Maria","","","Sibilia",29,"34586646","10.15252/embj.2021108234","The EMBO journal"
"1606","Maria","K","","Vartiainen",13,"34709727","10.15252/msb.202110396","Molecular systems biology"
"1607","Mariam","","","Amer",3,"34752731","10.1016/j.cell.2021.10.013","Cell"
"1608","Mariam","","","Amer",3,"34890554","10.1016/j.cell.2021.11.021","Cell"
"1609","Marian","","","Fernández-Otero",6,"34715023","10.1016/j.cell.2021.10.009","Cell"
"1610","Marianna","","","Tatarek-Nossol",9,"34725842","10.15252/embj.2021108788","The EMBO journal"
"1611","Marianne","","","Bronner",6,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"1612","Marianne","B","","Johnsen",20,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1613","Marie-Christine","","","Albert",4,"34931711","10.15252/embj.2021108690","The EMBO journal"
"1614","Marie-Christine","","","Vaney",9,"34852239","10.1016/j.cell.2021.11.010","Cell"
"1615","Marie-Louise","R","","Francis",1,"34515361","10.15252/embj.2021108610","The EMBO journal"
"1616","Mariette","","","Matondo",4,"34697468","10.1038/s41596-021-00610-5","Nature protocols"
"1617","Mariia","","","Bogacheva",5,"34709727","10.15252/msb.202110396","Molecular systems biology"
"1618","Mariia","","","Yuneva",2,"34942098","10.1016/j.cell.2021.11.036","Cell"
"1619","Marija","","","Orlic-Milacic",62,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1620","Marija","","","Zivaljic",11,"34601723","10.15252/embj.2021108944","The EMBO journal"
"1621","Marijke","","","Peetermans",24,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1622","Marina","","","Esteban-Medina",103,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1623","Marina","","","Mikhaylova",11,"34935159","10.15252/embj.2020106523","The EMBO journal"
"1624","Mario","R","","Blanco",7,"34739832","10.1016/j.cell.2021.10.014","Cell"
"1625","Mario","","","Roederer",44,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1626","Marios","","","Giannakis",28,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1627","Maris","","","Teder-Laving",10,"34822786","10.1016/j.cell.2021.11.003","Cell"
"1628","Marisa","","","Brini",2,"34686857","10.1038/s41596-021-00614-1","Nature protocols"
"1629","Marisol","A","","Ramirez-Solano",5,"34910928","10.1016/j.cell.2021.11.031","Cell"
"1630","Marius","","","Rameil",38,"34939300","10.15252/msb.202110851","Molecular systems biology"
"1631","Marius","","","Wernig",9,"34758294","10.1016/j.cell.2021.10.016","Cell"
"1632","Mark","","","Eddison",2,"34875226","10.1016/j.cell.2021.11.024","Cell"
"1633","Mark","J","","Hodson",9,"34779515","10.15252/embj.2021107640","The EMBO journal"
"1634","Mark","","","Jorissen",20,"34798069","10.1016/j.cell.2021.10.027","Cell"
"1635","Mark","G","","Lewis",41,"34921774","10.1016/j.cell.2021.12.002","Cell"
"1636","Mark","H","","O'Hara",21,"34861191","10.1016/j.cell.2021.11.016","Cell"
"1637","Mark","J","","Osborn",11,"34653350","10.1016/j.cell.2021.09.018","Cell"
"1638","Mark","","","Pickworth",22,"34822784","10.1016/j.cell.2021.11.001","Cell"
"1639","Markku","","","Varjosalo",16,"34709727","10.15252/msb.202110396","Molecular systems biology"
"1640","Markus","T","","Bohnsack",10,"34672953","10.1016/j.cell.2021.09.033","Cell"
"1641","Markus","M","","Heimesaat",9,"34822779","10.1016/j.cell.2021.10.026","Cell"
"1642","Markus","P","","Kummer",1,"34825707","10.15252/embj.2021108662","The EMBO journal"
